siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
992396572,00016,99239657200016,P,2025-10-08,NN,,,2025-10-08T16:44:09.435,true,A,P,,2025-10-08,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],74.10Z,NAFRev2,,,,NN,,00016,2025-10-08T16:44:09.434,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],74.10Z,NAFRev2,N,74.12Y
992407841,00012,99240784100012,P,2025-10-10,NN,,,2025-10-18T13:00:31.259,true,A,P,,2025-10-10,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],47.91A,NAFRev2,,,,NN,,00012,2025-10-18T13:00:31.258,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],47.91A,NAFRev2,N,47.12H
992409185,00012,99240918500012,O,2025-10-08,NN,,,2025-10-08T15:18:27.552,true,A,O,,2025-10-08,1000,,,M,MOLDOVAN,,FLORIN-CRISTIAN,,,,FLORIN-CRISTIAN,,41.20A,NAFRev2,,,,NN,,00012,2025-10-08T15:18:27.551,,,,7,,,AVENUE,DU BOIS SAINT DENIS,93420,VILLEPINTE,,93078,,,930780180_B,667854.17,6872527.75,A,,,,,41.20A,NAFRev2,N,41.00G
992422428,00019,99242242800019,O,2025-10-03,NN,,,2025-10-17T13:01:01.908,true,A,O,,2025-10-03,5710,MS GESCO,,,,,,,,,,,70.22Z,NAFRev2,,N,N,NN,,00019,2025-10-17T13:01:01.908,,,,3,,,RUE,LABORDE,93420,VILLEPINTE,,93078,,,930780778_B,667311.78,6873155.89,A,,,,MS GESCO,70.22Z,NAFRev2,N,70.20Y
992451765,00018,99245176500018,O,2025-10-06,NN,,,2025-10-10T13:01:45.719,true,A,O,,2025-10-06,5710,DIAGIMMO PLUS,,,,,,,,,,,71.20B,NAFRev2,,N,N,NN,,00018,2025-10-10T13:01:45.719,,,,6,,,RUE,GUYNEMER,93420,VILLEPINTE,,93078,,,93078ep9u_B,667526.03,6872316.29,A,,,,,71.20B,NAFRev2,N,71.20H
992456640,00018,99245664000018,O,2025-10-09,NN,,,2025-10-14T12:01:11.72,true,A,O,,2025-10-09,1000,,,M,BARECHE,,ABDERRAHIM,YACINE,,,ABDERRAHIM,,53.20Z,NAFRev2,,,,NN,,00018,2025-10-14T12:01:11.719,,,,50,,,AVENUE,DU GENERAL LECLERC,93420,VILLEPINTE,,93078,,,930780600_B,667722.03,6872354.9,A,,,,YACINE LIVRAISON,53.20Z,NAFRev2,N,53.20H
992457622,00015,99245762200015,O,2025-09-24,NN,,,2025-10-10T09:00:53.923,true,A,O,,2025-09-24,6540,IBF IMMOBILIER,,,,,,,,,,,68.20B,NAFRev2,,N,N,NN,,00015,2025-10-10T09:00:53.922,,,,5,,,AVENUE,DE L'EUROPE,93420,VILLEPINTE,,93078,,,930785bpb_B,667583.29,6873109.77,A,,,,,68.20B,NAFRev2,N,68.20H
992459305,00015,99245930500015,O,2025-09-26,NN,,,2025-10-10T09:01:05.355,true,A,O,,2025-09-26,5710,LA PRISE MUSIC,,,,,,,,,,,59.20Z,NAFRev2,,N,N,NN,,00015,2025-10-10T09:01:05.354,,,,3,,,AVENUE,DE L'EUROPE,93420,VILLEPINTE,,93078,,,930785bpb_B,667652.32,6873104.82,A,,,,,59.20Z,NAFRev2,N,59.20Y
992477984,00015,99247798400015,P,2025-10-09,NN,,,2025-10-09T22:33:33.668,true,A,P,,2025-10-09,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],70.21Z,NAFRev2,,,,NN,,00015,2025-10-09T22:33:33.668,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],70.21Z,NAFRev2,N,73.30Y
992480848,00017,99248084800017,O,2025-10-15,NN,,,2025-10-17T08:13:24.119,true,A,O,,2025-10-15,1000,,,M,NAH,,MICHAEL,NTUMBU,,,MICHAEL,,45.11Z,NAFRev2,,,,NN,,00017,2025-10-17T08:13:24.118,,,,139,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666037.4,6872847.4,A,,,,MINANY SERVICES ACHAT ET VENTE DE VOITURES D'OCCASION,45.11Z,NAFRev2,N,47.81Y
992488270,00016,99248827000016,P,2025-10-06,NN,,,2025-10-20T13:01:47.142,true,A,P,,2025-10-06,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],62.02A,NAFRev2,,,,NN,,00016,2025-10-20T13:01:47.142,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],62.02A,NAFRev2,N,62.20G
992492371,00016,99249237100016,O,2025-09-11,NN,,,2025-10-19T20:00:34.391,true,A,O,,2025-09-11,1000,,,M,BA,,AMADOU,,,,AMADOU,,45.11Z,NAFRev2,,,,NN,,00016,2025-10-19T20:00:34.391,,,,94,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,665787.48,6872705.53,A,,,,,45.11Z,NAFRev2,N,47.81Y
992529529,00016,99252952900016,P,2025-10-10,NN,,,2025-10-10T23:52:52.684,true,A,P,,2025-10-10,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],53.20Z,NAFRev2,,,,NN,,00016,2025-10-10T23:52:52.683,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],53.20Z,NAFRev2,N,53.20H
992540856,00018,99254085600018,O,2025-10-22,NN,,,2025-10-21T21:00:06.466,true,A,O,,2025-10-22,1000,,,M,IBA,IBA,ILYAS,,,,ILYAS,,53.20Z,NAFRev2,,,,NN,,00018,2025-10-21T21:00:06.466,,,,24,,,ALLEE,ANTOINE DE SAINT-EXUPERY,93420,VILLEPINTE,,93078,,,930780037_B,666482.78,6874065.2,A,,,,IBA,53.20Z,NAFRev2,N,53.20H
992600932,00014,99260093200014,O,2025-10-10,NN,,,2025-10-16T09:58:49.266,true,A,O,,2025-10-10,5710,TRANSPORT M.S,,,,,,,,,,,49.32Z,NAFRev2,,N,N,NN,,00014,2025-10-16T09:58:49.265,,,,10,,,RUE,DE L'AVIATION,93420,VILLEPINTE,,93078,,,930780090_B,665971.63,6873120.14,A,,,,,49.32Z,NAFRev2,N,49.33H
992601740,00010,99260174000010,P,2025-10-13,NN,,,2025-10-22T20:01:57.986,true,A,P,,2025-10-13,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],96.02A,NAFRev2,,,,NN,,00010,2025-10-22T20:01:57.985,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],96.02A,NAFRev2,N,96.21G
992639153,00012,99263915300012,O,2025-10-06,NN,,,2025-10-23T20:01:52.027,true,A,O,,2025-10-06,1000,,,M,TENEBAY,,KERIAN,DYLAN,GUY-ALAIN,,KERIAN,,53.20Z,NAFRev2,,,,NN,,00012,2025-10-23T20:01:52.026,,,,8,,,RUE,CHRISTINE DE PISAN,93420,VILLEPINTE,,93078,,,930780316_B,666393.97,6873914.02,A,,,,,53.20Z,NAFRev2,N,53.20H
992650051,00012,99265005100012,O,2025-10-15,NN,,,2025-11-03T15:39:25.422,true,A,O,,2025-10-15,1000,,,F,BETTOUCHE,,AMINA,,,,AMINA,,81.21Z,NAFRev2,,,,NN,,00012,2025-11-03T15:39:25.422,,,,20,,,AVENUE,PASTEUR,93420,VILLEPINTE,,93078,,,930781030_B,666980.27,6872516.89,A,,,,,81.21Z,NAFRev2,N,81.21Y
992713354,00023,99271335400023,O,2025-12-02,NN,,,2025-12-29T17:00:54.376,true,A,O,,2025-10-13,5710,VELIS ASSURANCES,,,,,,,,,,,66.22Z,NAFRev2,,N,N,NN,,00023,2025-12-29T17:00:54.383,,,,10,,,RUE,LE BRIX,93420,VILLEPINTE,,93078,,,930780813_B,666205.48,6873097.3,A,,,,,66.22Z,NAFRev2,N,66.22Y
992736611,00011,99273661100011,O,2025-10-15,NN,,,2025-11-04T13:02:11.521,true,A,O,,2025-10-15,5499,ZEN CARS,,,,,,,,,,,45.11Z,NAFRev2,,N,N,NN,,00011,2025-11-04T13:02:11.52,,,,5,,,RUE,DU VERCORS,93420,VILLEPINTE,,93078,,,930781375_B,667814.12,6872794.21,A,,,,,45.11Z,NAFRev2,N,47.81Y
992744599,00018,99274459900018,O,2025-10-02,NN,,,2026-02-19T17:45:17.765,true,A,O,,2025-10-02,5499,PRO RENOV,,,,,,,,,,,41.20A,NAFRev2,,N,N,NN,,00018,2026-02-19T17:45:17.732,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,41.20A,NAFRev2,O,41.00G
992752691,00012,99275269100012,P,2025-10-15,NN,,,2025-10-20T11:55:54.619,true,A,P,,2025-10-15,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],13.92Z,NAFRev2,,,,NN,,00012,2025-10-20T11:55:54.619,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],13.92Z,NAFRev2,N,13.92Y
992810622,00017,99281062200017,O,2025-10-16,NN,,,2025-10-20T13:01:48.1,true,A,O,,2025-10-16,5499,NOVA CAPITAL GESTION,,,,,,,,,,,64.99Z,NAFRev2,,N,N,NN,,00017,2025-10-20T13:01:48.1,,,,22,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666589.43,6872981.53,A,,,,,64.99Z,NAFRev2,N,64.99Y
992828061,00018,99282806100018,P,2025-10-18,NN,,,2025-10-30T16:00:22.851,true,A,P,,2025-10-18,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],46.19B,NAFRev2,,,,NN,,00018,2025-10-30T16:00:22.85,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],46.19B,NAFRev2,N,46.19H
992838094,00017,99283809400017,P,2025-10-20,NN,,,2025-10-28T20:02:08.811,true,A,P,,2025-10-20,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],53.20Z,NAFRev2,,,,NN,,00017,2025-10-28T20:02:08.811,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],53.20Z,NAFRev2,N,53.20H
992848440,00010,99284844000010,P,2025-10-17,NN,,,2025-10-20T08:46:59.145,true,A,P,,2025-10-17,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],58.14Z,NAFRev2,,,,NN,,00010,2025-10-20T08:46:59.144,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],58.14Z,NAFRev2,N,59.11G
992899898,00017,99289989800017,O,2025-10-17,NN,,,2025-10-22T15:01:22.094,true,A,O,,2025-10-17,5710,WIN TRANSFER,,,,,,,,,,,00.00Z,NAFRev2,,N,O,NN,,00017,2025-10-22T15:01:22.093,,,,10,,,RUE,COSTES,93420,VILLEPINTE,,93078,,,930780366_B,666134.48,6873116.07,A,,,,,70.10Z,NAFRev2,,70.10Y
992904433,00016,99290443300016,O,2025-11-01,NN,,,2025-10-21T13:02:42.992,true,A,O,,2025-11-01,5710,DIYAR,,,,,,,,,,,56.10C,NAFRev2,,N,N,NN,,00016,2025-12-04T13:18:57.179,,,,13,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,668126.7,6871811.52,A,MEZO GRILL CHEZ ALI BABA,,,,56.10C,NAFRev2,O,56.11J
992921577,00019,99292157700019,O,2025-11-01,NN,,,2025-10-24T13:01:23.659,true,A,O,,2025-11-01,1000,,,F,ANNE,,FATIMATA,,,,FATIMATA,,47.91B,NAFRev2,,,,NN,,00019,2025-10-24T13:01:23.658,,,,3,,,AVENUE,DU CHEMIN DE FER,93420,VILLEPINTE,,93078,,,930780290_B,668198.68,6871712.71,A,,,,HAWA DJEIDY,47.91B,NAFRev2,N,47.12H
992979831,00029,99297983100029,O,2026-05-01,NN,,,2026-05-22T21:31:26.979,true,A,O,,2025-09-01,1000,,,M,SARDARIAN,SARDARIAN,THOREN,,,,THOREN,SARDARIAN THOREN,82.11Z,NAFRev2,,,,NN,,00029,2026-05-22T21:31:26.994,,,,13,,,AVENUE,JACQUES DUCLOS,93420,VILLEPINTE,,93078,,,930780707_B,667060.21,6873191.01,A,,,,ST PRO,82.11Z,NAFRev2,N,82.10Y
993001296,00017,99300129600017,O,2025-11-03,NN,,,2025-10-27T09:52:54.385,true,A,O,,2025-11-03,1000,,,M,DIA,,ABDOULAYE,,,,ABDOULAYE,,49.32Z,NAFRev2,,,,NN,,00017,2025-10-27T09:52:54.385,,,,1,,,AVENUE,SALVADOR ALLENDE,93420,VILLEPINTE,,93078,,,930781262_B,666907.39,6872886.95,A,,,,DIA TRANSPORT,49.32Z,NAFRev2,N,49.33H
993043611,00017,99304361100017,O,2025-10-14,NN,,,2025-10-29T12:23:14.483,true,A,O,,2025-10-14,5710,WTRANSPORT,,,,,,,,,,,49.32Z,NAFRev2,,N,N,NN,,00017,2025-10-29T12:23:14.483,,,,25,,,AVENUE,DE CLIGNANCOURT,93420,VILLEPINTE,,93078,,,930780330_B,666378.92,6872434.39,A,,,,,49.32Z,NAFRev2,N,49.33H
993056282,00011,99305628200011,O,2025-02-22,NN,,,2025-12-30T13:11:40.515,true,A,O,,2025-02-22,5710,MARIE CHANCE SERVICE,,,,,,,,,,,52.10B,NAFRev2,,N,N,NN,,00011,2025-12-30T13:11:40.51,,,,,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.74,6873216.25,A,,,,,52.10B,NAFRev2,O,52.10H
993072131,00028,99307213100028,O,2026-03-27,NN,,,2026-04-21T16:31:53.9,true,A,O,,2025-10-21,5710,ATHENA BS 93,,,,,,,,,,,85.59A,NAFRev2,,N,N,NN,,00028,2026-04-21T16:31:53.905,,,LE MONET,9,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664303.85,6874858.92,A,,,,,85.59A,NAFRev2,N,85.59G
993083435,00012,99308343500012,O,2025-10-01,NN,,,2025-10-28T11:01:08.761,true,A,O,,2025-10-01,6540,MO SUD,,,,,,,,,,,68.20B,NAFRev2,,N,N,NN,,00012,2025-10-28T11:01:08.761,,,,40,,,RUE,DE LA VOIE DES PRES,93420,VILLEPINTE,,93078,,,930781400_B,666065.81,6873457.76,A,,,,,68.20B,NAFRev2,N,68.20H
993128883,00010,99312888300010,O,2025-10-14,NN,,,2026-02-05T05:17:14.426,true,A,O,,2025-10-14,5710,L'ESSENTIEL COIFFURE,,,,,,,,,,,96.02A,NAFRev2,,N,N,NN,,00010,2026-02-05T05:17:14.422,,,,74,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,665657.56,6872645.03,A,,,,,96.02A,NAFRev2,O,96.21G
993129063,00018,99312906300018,P,2025-10-01,NN,,,2025-11-04T13:01:19.138,true,A,P,,2025-10-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],47.91B,NAFRev2,,,,NN,,00018,2025-11-04T13:01:19.138,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],47.91B,NAFRev2,N,47.71Y
993154335,00018,99315433500018,P,2025-10-26,NN,,,2025-11-18T13:01:42.798,true,A,P,,2025-10-26,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],10.85Z,NAFRev2,,,,NN,,00018,2025-11-18T13:01:42.798,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],10.85Z,NAFRev2,N,10.85Y
993203447,00012,99320344700012,O,2025-10-27,NN,,,2025-10-29T08:01:02.973,true,A,O,,2025-10-27,5710,AL MAWASHI FRANCE,,,,,,,,,,,52.10A,NAFRev2,,N,N,NN,,00012,2025-10-29T08:01:02.973,,,,3,,,AVENUE,GEORGES CLEMENCEAU,93420,VILLEPINTE,,93078,,,930780604_B,667573.02,6873394.18,A,,,,,52.10A,NAFRev2,N,52.10G
993239409,00010,99323940900010,P,2025-10-28,NN,,,2025-10-30T12:01:34.613,true,A,P,,2025-10-28,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],82.11Z,NAFRev2,,,,NN,,00010,2025-10-30T12:01:34.613,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],82.11Z,NAFRev2,N,82.10Y
993300649,00015,99330064900015,P,2025-11-01,NN,,,2025-10-29T22:05:24.683,true,A,P,,2025-11-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],86.90D,NAFRev2,,,,NN,,00015,2025-10-29T22:05:24.683,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],86.90D,NAFRev2,N,86.94G
993316645,00015,99331664500015,O,2025-10-29,NN,,,2025-10-30T09:37:00.228,true,A,O,,2025-10-29,1000,,,M,SIDIBE,,YOUSSOUF,,,,YOUSSOUF,,82.99Z,NAFRev2,,,,NN,,00015,2025-10-30T09:37:00.228,,,,4,,,RUE,MANET,93420,VILLEPINTE,,93078,,,930780853_B,667267.78,6872485.23,A,,,,,82.99Z,NAFRev2,N,55.10Y
993331198,00016,99333119800016,O,2025-10-30,NN,,,2025-11-12T20:00:43.238,true,A,O,,2025-10-30,5710,CLE VERTE IMMOBILIER,,,,,,,,,,,68.31Z,NAFRev2,,N,N,NN,,00016,2025-11-12T20:00:43.238,,,,7,,,AVENUE,DES LAVANDIERES,93420,VILLEPINTE,,93078,,,930780800_B,665903.09,6872389.24,A,,,,,68.31Z,NAFRev2,N,68.31Y
993347350,00015,99334735000015,O,2025-10-03,NN,,,2026-04-10T14:31:37.882,true,A,O,,2025-10-03,5499,THE ROASTERS CLUB,,,,,,,,,,,82.11Z,NAFRev2,,N,N,NN,,00015,2026-04-14T15:00:42.372,,,,15,,,AVENUE,DE JUSSIEU,93420,VILLEPINTE,,93078,,,930780760_B,666952.92,6872587.66,A,,,,,82.11Z,NAFRev2,N,82.10Y
993350206,00013,99335020600013,P,2025-10-30,NN,,,2025-10-30T22:01:35.161,true,A,P,,2025-10-30,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],96.09Z,NAFRev2,,,,NN,,00013,2025-10-30T22:01:35.161,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,N,73.11Y
993358027,00015,99335802700015,O,2025-10-24,NN,,,2025-10-31T08:38:05.031,true,A,O,,2025-10-24,9220,"TOUS FRERES, TOUS SOLIDAIRES ( TFTS )",,,,,,,,,,,88.99B,NAFRev2,W932013854,O,N,NN,,00015,2025-10-31T08:38:05.031,,,,161,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666140.82,6872898.18,A,,,,,88.99B,NAFRev2,N,88.99H
993360387,00019,99336038700019,O,2025-10-31,NN,,,2025-12-23T13:17:35.094,true,A,O,,2025-10-31,5710,ZV COUVERTURE,,,,,,,,,,,43.91B,NAFRev2,,N,N,NN,,00019,2025-12-23T13:17:35.088,,,BAT 2 RDC,,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.74,6873216.25,A,,,,,43.91B,NAFRev2,O,43.41H
993365436,00019,99336543600019,O,2025-10-31,NN,,,2025-11-12T12:40:46.548,true,A,O,,2025-10-31,1000,,,F,RIVIERE,,MANON,MARIE,ANDREA,,MANON,,74.10Z,NAFRev2,,,,NN,,00019,2025-11-12T12:40:46.548,,,,61,,,AVENUE,DE MONTCELEUX,93420,VILLEPINTE,,93078,,,930780930_B,666332.39,6872531.74,A,,,,ATELIER LITHA,74.10Z,NAFRev2,N,74.11Y
993393990,00011,99339399000011,P,2025-01-01,NN,,,2025-10-31T19:46:25.228,true,A,O,,2025-01-01,1000,,,F,AMINI,BELHACEL,OUERDIA,,,,OUERDIA,,68.20A,NAFRev2,,,,NN,,00011,2025-12-22T16:57:02.403,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
993403765,00015,99340376500015,P,2023-01-01,NN,,,2025-11-02T01:23:41.511,true,A,P,,2023-01-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00015,2025-11-02T01:23:41.51,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
993449156,00013,99344915600013,O,2025-11-03,NN,,,2026-05-05T17:38:50.915,true,A,O,,2025-11-03,1000,,,M,ABDI,,SOFIANE,ABDESSELLEM,BRAHIM,,SOFIANE,,68.20A,NAFRev2,,,,NN,,00013,2026-05-05T17:38:50.908,,,,20,,,AVENUE,AUGUSTE BLANQUI,93420,VILLEPINTE,,93078,,,930780050_B,667940.2,6871955.9,A,,,,JLTS - GREEN & CHIC VILLEPINTE,68.20A,NAFRev2,N,68.20G
993470467,00016,99347046700016,O,2025-11-03,NN,,,2025-12-10T16:22:42.166,true,A,O,,2025-11-03,1000,,,F,THELISE,,LAURA,,,,LAURA,,86.90D,NAFRev2,,,,NN,,00016,2025-11-03T17:22:35.391,,,,7,,,RUE,LE BRIX,93420,VILLEPINTE,,93078,,,930780813_B,666160.6,6873124.59,A,,,,,86.90D,NAFRev2,N,86.94G
993472877,00014,99347287700014,O,2025-11-15,NN,,,2025-11-03T18:32:03.652,true,A,O,,2025-11-15,2210,BY LYA BELLAMY,,,,,,,,,,,96.02A,NAFRev2,,N,N,NN,,00014,2025-11-03T18:32:03.652,,,,14,,,BOULEVARD,DU PRE GALANT,93420,VILLEPINTE,,93078,,,930781150_B,667586.39,6872003.02,A,BY LYA BELLAMY,,,LYA BELLAMY,96.02A,NAFRev2,O,96.21G
993500339,00011,99350033900011,O,2025-11-01,NN,,,2025-11-05T16:01:03.737,true,A,O,,2025-11-01,1000,,,F,FOMBA,,AMINATA,,,,AMINATA,,47.91A,NAFRev2,,,,NN,,00011,2025-11-05T16:01:03.737,,,,15,,,AVENUE,SALVADOR ALLENDE,93420,VILLEPINTE,,93078,,,930781262_B,667090.43,6873096.54,A,,,,,47.91A,NAFRev2,N,47.71Y
993506591,00011,99350659100011,O,2025-11-01,NN,,,2025-11-05T14:01:14.302,true,A,O,,2025-11-01,5710,TAXI DRF,,,,,,,,,,,00.00Z,NAFRev2,,N,N,NN,,00011,2025-11-05T14:01:14.301,,,,4,,,AVENUE,AMBROISE CROIZAT,93420,VILLEPINTE,,93078,,,930780032_B,665608.01,6874064.88,A,,,,,70.10Z,NAFRev2,,70.10Y
993529221,00018,99352922100018,P,2025-11-10,NN,,,2025-11-18T08:32:17.205,true,A,P,,2025-11-10,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],49.32Z,NAFRev2,,,,NN,,00018,2025-11-18T08:32:17.204,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],49.32Z,NAFRev2,N,49.33H
993531896,00013,99353189600013,O,2025-01-13,NN,,,2025-11-05T00:38:25.168,true,A,O,,2025-01-13,9220,LE MARATHON,,,,,,,,,,,94.99Z,NAFRev2,W932013459,O,N,NN,,00013,2025-11-05T00:38:25.166,,,,12,,,RUE,AUGUSTE RODIN,93420,VILLEPINTE,,93078,,,930780064_B,667241.45,6872581.68,A,,,,,94.99Z,NAFRev2,N,94.99Y
993552512,00010,99355251200010,O,2025-10-31,NN,,,2025-11-06T13:01:39.973,true,A,O,,2025-10-31,5710,PATRIBEL,,,,,,,,,,,70.10Z,NAFRev2,,N,N,NN,,00010,2025-11-06T13:01:39.973,,,,1,,,RUE,PIERRE CURIE,93420,VILLEPINTE,,93078,,,930781100_B,667626.01,6872328.97,A,,,,,70.10Z,NAFRev2,N,70.10Y
993561521,00010,99356152100010,O,2025-11-05,NN,,,2025-11-06T20:00:45.708,true,A,O,,2025-11-05,1000,,,M,DAOUDI,,YAHYA,,,,YAHYA,,45.11Z,NAFRev2,,,,NN,,00010,2025-11-06T20:00:45.708,,,,40,,,AV,A COMBATTANTS AFRIQUE NORD,93420,VILLEPINTE,,93078,,,93078gtwg_B,665171.19,6873886.23,A,,,,,45.11Z,NAFRev2,N,47.81Y
993621879,00010,99362187900010,O,2025-11-06,NN,,,2025-11-06T15:01:07.953,true,A,O,,2025-11-06,1000,,,M,OUDICH,,YASSINE,,,,YASSINE,,49.39B,NAFRev2,,,,NN,,00010,2025-11-06T15:01:07.952,,,,3,,,RUE,EUGENIE COTTON,93420,VILLEPINTE,,93078,,,930780464_B,666832.29,6873008.93,A,,,,YT TRANSPORTS,49.39B,NAFRev2,N,49.41G
